Dept_Code,Dept_Name,Note,M&E_type,BCC_Replacement,Contract_Status,Vendor,Contract_No,Contract_Link,Project_Code,Project_Name,Object_Code,Object_Name,Object_Type,FY2027_Proposed,Fund_code,activity
11141060,Marketing,"Production: Visitor Guide, Online guide, WCL, KWCB, Video, Photo, TV",,,Active Contract,"Zehnder, Inc",24-27,https://www.mywaltonfl.gov/DocumentCenter/View/45317/Contract-24-27-Zehnder,10655,Advertising Services,548000,Promotional Activities,Operating Expenditures,"825,200.00",111,Economic Environment
11141060,Marketing,"Activations in multiple markets including but not limited to: Chicago, Dallas, Houston, Nashville, New York and Atlanta",,,Active Contract,"Zehnder, Inc",24-27,https://www.mywaltonfl.gov/DocumentCenter/View/45317/Contract-24-27-Zehnder,10655,Advertising Services,548000,Promotional Activities,Operating Expenditures,"482,000.00",111,Economic Environment
00104000,Planning,,,,,,,,,,542000,Freight & Postage Services,Operating Expenditures,"24,000.00",001,General Government
00104000,Planning,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"42,500.00",001,General Government
11040000,Housing & Urban Development,,,,,,,,,,549000,Other Current Charges,Operating Expenditures,"2,000.00",110,Economic Environment
10528000,Mosquito Control,,,,,,,,,,551000,Office Supplies,Operating Expenditures,"1,500.00",105,Human Services
10116020,Mossy Head Wastewater Treatment Facility,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"20,000.00",101,General Government
00104000,Planning,,,,,,,,,,544000,Rentals & Leases,Operating Expenditures,"46,000.00",001,General Government
10116020,Mossy Head Wastewater Treatment Facility,,,,,,,,,,552002,Fuel,Operating Expenditures,"2,000.00",101,General Government
10116020,Mossy Head Wastewater Treatment Facility,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,500.00,101,General Government
10629000,Mosquito Control State Aid,,,,,,,,10630,GRANT MOSQUITO CONTROL STATE AID,555000,Training,Operating Expenditures,"11,000.00",106,Human Services
11141030,Sales and Visitors Center,Cvent - online meeting website package,,,Active Contract,"Zehnder, Inc",24-27,https://www.mywaltonfl.gov/DocumentCenter/View/45317/Contract-24-27-Zehnder,10655,Advertising Services,548000,Promotional Activities,Operating Expenditures,"52,438.00",111,Economic Environment
11141010,Beach Operations,Ford Transit Van Additional Staff - New,Vehicle,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"70,000.00",111,Economic Environment
10326000,Building Department,F150 - Replacement,Vehicle,,,,,,,,564000,Machinery & Equipment,Capital Outlay,0.00,103,Public Safety
11141010,Beach Operations,Bronco Sport/Ranger Administration - New,Vehicle,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"35,000.00",111,Economic Environment
00109000,Probation Services,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"219,447.00",001,Public Safety
00109000,Probation Services,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"29,892.00",001,Public Safety
00109000,Probation Services,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"60,259.00",001,Public Safety
00109000,Probation Services,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,"3,141.00",001,Public Safety
10116020,Mossy Head Wastewater Treatment Facility,Contract for Certified Wastewater Plant Operator (meets FDEP Permit Requirements),,,Active Contract,Paul E. Johnson,25-1072,https://www.mywaltonfl.gov/DocumentCenter/View/45315/Paul-Johnson-MH-WWTF,,,534000,Other Services,Operating Expenditures,"50,000.00",101,General Government
00103000,Office of the County Attorney,County Attorney Legal Services,,,Active Contract,Clay Adkinson,,https://www.mywaltonfl.gov/DocumentCenter/View/45347/Complete_with_Docusign_Adkinson_Law_Firm_LL,,,531000,Professional Services,Operating Expenditures,"650,000.00",001,General Government
00109000,Probation Services,,,,,,,,,,540000,Travel & Per Diem,Operating Expenditures,500.00,001,Public Safety
00109000,Probation Services,,,,,,,,,,542000,Freight & Postage Services,Operating Expenditures,"1,000.00",001,Public Safety
00109000,Probation Services,,,,,,,,,,544000,Rentals & Leases,Operating Expenditures,"2,800.00",001,Public Safety
00109000,Probation Services,,,,,,,,,,547000,Printing & Binding,Operating Expenditures,"2,000.00",001,Public Safety
10116020,Mossy Head Wastewater Treatment Facility,,,,,,,,,,551000,Office Supplies,Operating Expenditures,500.00,101,General Government
00107000,Office of Management and Budget,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"10,000.00",001,General Government
00107000,Office of Management and Budget,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"20,000.00",001,General Government
00107020,Procurement,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"628,649.00",001,General Government
00107020,Procurement,,,,,,,,,,512007,PTO Buyback,Personnel Services,0.00,001,General Government
00107020,Procurement,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"49,513.00",001,General Government
00107020,Procurement,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"88,161.00",001,General Government
00107020,Procurement,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"120,112.00",001,General Government
00107020,Procurement,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,"2,564.00",001,General Government
00107020,Procurement,,,,,,,,,,540000,Travel & Per Diem,Operating Expenditures,"15,000.00",001,General Government
00107020,Procurement,,,,,,,,,,541000,Communication Services,Operating Expenditures,"5,000.00",001,General Government
00107020,Procurement,,,,,,,,,,544000,Rentals & Leases,Operating Expenditures,"15,000.00",001,General Government
00107020,Procurement,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"2,000.00",001,General Government
00107020,Procurement,,,,,,,,,,546001,Tires,Operating Expenditures,500.00,001,General Government
00108000,Libraries,,,,,,,,,,549000,Other Current Charges,Operating Expenditures,500.00,001,Culture and Recreation
00103000,Office of the County Attorney,,,,,,,,,,551000,Office Supplies,Operating Expenditures,"5,000.00",001,General Government
00103000,Office of the County Attorney,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"15,000.00",001,General Government
00107000,Office of Management and Budget,,,,,,,,,,552002,Fuel,Operating Expenditures,"1,000.00",001,General Government
00103000,Office of the County Attorney,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"18,000.00",001,General Government
10116020,Mossy Head Wastewater Treatment Facility,,,,,,,,,,555000,Training,Operating Expenditures,"4,000.00",101,General Government
11141010,Beach Operations,Trash Compactor,Equipment,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"100,000.00",111,Economic Environment
00101080,Property Appraiser,,,,,,,,,,510000,Personnel Services Budget,Personnel Services,"4,098,584.00",001,General Government
00101080,Property Appraiser,,,,,,,,,,530000,Operating Expenses and Budget,Operating Expenditures,"697,382.00",001,General Government
00117000,Building Construction and Maintenance,Crew Cab Truck - Replacement,Vehicle,6551,,,,,,,564000,Machinery & Equipment,Capital Outlay,"68,000.00",001,General Government
00117000,Building Construction and Maintenance,Crew Cab Truck - Replacement,Vehicle,9218,,,,,,,564000,Machinery & Equipment,Capital Outlay,"68,000.00",001,General Government
00101090,Public Defender,,,,,,,,,,541000,Communication Services,Operating Expenditures,"25,000.00",001,Court Related Cost
00101090,Public Defender,,,,,,,,,,543000,Utility Services,Operating Expenditures,"6,000.00",001,Court Related Cost
00101090,Public Defender,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"2,500.00",001,Court Related Cost
00112000,Recreation,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"125,000.00",001,Culture and Recreation
00112000,Recreation,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"10,000.00",001,Culture and Recreation
00104000,Planning,LDC Update,,,New Procurement,,,,,,531000,Professional Services,Operating Expenditures,"282,000.00",001,General Government
00104000,Planning,Local Mitigation Strategy (LMS) Update,,,Task Order Services,,,,,,531000,Professional Services,Operating Expenditures,"150,000.00",001,General Government
00101002,Interfund Group Transfer Out,Property Tax (Sheriff),,,,,,,,,591000,Intergovernmental Transfers,Other Uses,"98,004,256.00",001,Interfund Transfers
00101002,Interfund Group Transfer Out,Debt Payment,,,,,,,,,591000,Intergovernmental Transfers,Other Uses,"2,581,997.00",001,Interfund Transfers
00112010,Eagle Springs Golf and Recreation Center,,,,,,,,,,563000,Infrastructure,Capital Outlay,"125,000.00",001,Culture and Recreation
00117000,Building Construction and Maintenance,,,,,,,,,,563000,Infrastructure,Capital Outlay,0.00,001,General Government
10116001,Public Works,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"8,226,204.00",101,Transportation
10116001,Public Works,,,,,,,,,,512007,PTO Buyback,Personnel Services,0.00,101,Transportation
10116001,Public Works,,,,,,,,,,513000,Other Salaries & Wages,Personnel Services,"156,000.00",101,Transportation
10116001,Public Works,,,,,,,,,,514000,Overtime,Personnel Services,"260,000.00",101,Transportation
10116001,Public Works,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"649,187.00",101,Transportation
10116001,Public Works,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"1,217,049.00",101,Transportation
10116001,Public Works,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"2,110,061.00",101,Transportation
10116001,Public Works,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,"464,599.00",101,Transportation
00104000,Planning,(CMS) Continuing Maintenance Services,,,Task Order Services,,,,,,531000,Professional Services,Operating Expenditures,"110,000.00",001,General Government
00104000,Planning Short-Term Rental,South Walton Fire District Short Term Rental Fire Code Compliance Program,,,Interlocal Agreement,South Walton Fire District,,https://www.mywaltonfl.gov/DocumentCenter/View/45321/Interlocal-with-SWFD-Short-Term-Rental-Cert-Program,10639,Short-Term Rental,534000,Other Services,Operating Expenditures,"220,000.00",001,General Government
00104000,Planning Short-Term Rental,Call-Line 24/Service & Short-Term Rental Software,,,Active Contract,GovOS,,https://www.mywaltonfl.gov/DocumentCenter/View/45320/GovOS-Proposal_Walton-County_Executable-Version-1,10639,Short-Term Rental,534000,Other Services,Operating Expenditures,"210,000.00",001,General Government
10116001,Public Works,,,,Active Contract,"Grading & Bush Hog Services, Inc",24-04,https://walton.civicweb.net/document/480590/Request%20to%20approve%20and%20authorize%20the%20Chair%20to%20s.pdf?handle=8A8F70DED285498E9EE1515A5A684A28&utm_source=chatgpt.com&notices=True,,,534001,Guardrail Services,Operating Expenditures,"200,000.00",101,Transportation
10116001,Public Works,,,,Active Contract,"Emerald Coast Striping, LLC",24-1842,https://walton.civicweb.net/document/500326/Request%20to%20approve%20and%20authorize%20the%20Chair%20to%20s.pdf?handle=2761F5671A554F97850CA370EB973576&utm_source=chatgpt.com,,,534002,Thermo-striping Services,Operating Expenditures,"200,000.00",101,Transportation
10116001,Public Works,,,,,,,,,,540000,Travel & Per Diem,Operating Expenditures,"5,000.00",101,Transportation
10116001,Public Works,,,,,,,,,,541000,Communication Services,Operating Expenditures,"80,000.00",101,Transportation
10116001,Public Works,,,,,,,,,,542000,Freight & Postage Services,Operating Expenditures,"1,500.00",101,Transportation
10116001,Public Works,,,,,,,,,,543000,Utility Services,Operating Expenditures,"180,000.00",101,Transportation
10116001,Public Works,,,,,,,,,,544000,Rentals & Leases,Operating Expenditures,"80,000.00",101,Transportation
10116001,Public Works,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"800,000.00",101,Transportation
10116001,Public Works,,,,,,,,,,546001,Tires,Operating Expenditures,"110,000.00",101,Transportation
10528000,Mosquito Control,,,,,,,,,,549000,Other Current Charges,Operating Expenditures,500.00,105,Human Services
00112000,Recreation,,,,,,,,,,551000,Office Supplies,Operating Expenditures,500.00,001,Culture and Recreation
00104000,Planning,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"257,825.00",001,General Government
00103000,Office of the County Attorney,,,,,,,,,,552002,Fuel,Operating Expenditures,"1,000.00",001,General Government
11242000,Solid Waste,,,,,,,,,,552002,Fuel,Operating Expenditures,"225,000.00",112,Physical Environment
11141090,Beach Tram,,,,,,,,,,552002,Fuel,Operating Expenditures,"160,000.00",111,Economic Environment
11141000,Tourism Administration,,,,,,,,,,552002,Fuel,Operating Expenditures,"5,000.00",111,Economic Environment
00104000,Planning,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"19,700.00",001,General Government
00107000,Office of Management and Budget,,,,,,,,,,555000,Training,Operating Expenditures,"4,000.00",001,General Government
11141010,Beach Operations,F250 Super Cab 4x4. New Specialist Positions - New,Vehicle,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"78,000.00",111,Economic Environment
00109000,Probation Services,,,,,,,,,,512007,PTO Buyback,Personnel Services,0.00,001,Public Safety
00103000,Office of the County Attorney,,,,,,,,,,555000,Training,Operating Expenditures,"15,000.00",001,General Government
10730000,Walton County Sheriff's Office,,,,,,,,,,510000,Personnel Services Budget,Personnel Services,"71,254,611.00",107,Public Safety
10730000,Walton County Sheriff's Office,,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"12,352,431.00",107,Public Safety
10730000,Walton County Sheriff's Office,,,,,,,,,,530000,Operating Expenses and Budget,Operating Expenditures,"17,848,864.00",107,Public Safety
10730000,Walton County Sheriff's Office,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"3,500,000.00",107,Public Safety
11141000,Tourism Administration,,,,,,,,,,555000,Training,Operating Expenditures,"10,000.00",111,Economic Environment
00104000,Planning Short-Term Rental,,,,,,,,10639,Short-Term Rental,512000,Regular Salaries & Wages,Personnel Services,"426,726.00",001,General Government
00104000,Planning Short-Term Rental,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,10639,Short-Term Rental,521000,FICA Taxes & Medicare,Personnel Services,"33,640.00",001,General Government
00104000,Planning Short-Term Rental,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,10639,Short-Term Rental,522000,Retirement Contributions,Personnel Services,"59,898.00",001,General Government
00104000,Planning Short-Term Rental,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,10639,Short-Term Rental,523000,Life & Health Insurance,Personnel Services,"113,745.00",001,General Government
00104000,Planning Short-Term Rental,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,10639,Short-Term Rental,524000,Workers Compensation,Personnel Services,"2,468.00",001,General Government
00104000,Planning Short-Term Rental,Call-Line 24/Service & Short-Term Rental Software,,,Active Contract,"OpenGov, Inc",,,10639,Short-Term Rental,534000,Other Services,Operating Expenditures,"250,000.00",001,General Government
00104000,Planning Short-Term Rental,Data Science Services,,,,,,,10639,Short-Term Rental,534000,Other Services,Operating Expenditures,"30,000.00",001,General Government
00109000,Probation Services,Spanish Interpretation Services,,,Active Contract,Maria O'Camo,24-1725,https://www.mywaltonfl.gov/DocumentCenter/View/45314/ocampo-agreement,,,531000,Professional Services,Operating Expenditures,"7,000.00",001,Public Safety
00109000,Probation Services,Caseload Software,,,Active Contract,Tyler Technologies,,https://www.mywaltonfl.gov/DocumentCenter/View/45322/20201029-FL-Walton-County-Tyler-Supervision-Agreement,,,534000,Other Services,Operating Expenditures,"12,000.00",001,Public Safety
00104000,Planning Short-Term Rental,,,,,,,,10639,Short-Term Rental,542000,Freight & Postage Services,Operating Expenditures,"20,000.00",001,General Government
00104000,Planning Short-Term Rental,,,,,,,,10639,Short-Term Rental,544000,Rentals & Leases,Operating Expenditures,"16,000.00",001,General Government
00104000,Planning,,,,,,,,,,551000,Office Supplies,Operating Expenditures,"10,000.00",001,General Government
00109000,Probation Services,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"8,000.00",001,Public Safety
00104000,Planning,,,,,,,,,,555000,Training,Operating Expenditures,"14,800.00",001,General Government
00101050,County Court,,,,,,,,,,510000,Personnel Services Budget,Personnel Services,"65,856.00",001,Court Related Cost
00109000,Probation Services,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"16,788.00",001,Public Safety
00114000,Soil Conservation,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"100,076.00",001,Physical Environment
00114000,Soil Conservation,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"7,608.00",001,Physical Environment
00114000,Soil Conservation,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"13,547.00",001,Physical Environment
00114000,Soil Conservation,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"26,425.00",001,Physical Environment
00114000,Soil Conservation,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,864.00,001,Physical Environment
00114000,Soil Conservation,,,,,,,,,,541000,Communication Services,Operating Expenditures,480.00,001,Physical Environment
00107020,Procurement,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"20,000.00",001,General Government
11242000,Solid Waste,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"1,549,338.00",112,Physical Environment
11242000,Solid Waste,,,,,,,,,,512007,PTO Buyback,Personnel Services,0.00,112,Physical Environment
11242000,Solid Waste,,,,,,,,,,514000,Overtime,Personnel Services,"50,000.00",112,Physical Environment
11242000,Solid Waste,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"116,991.00",112,Physical Environment
11242000,Solid Waste,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"227,966.00",112,Physical Environment
11242000,Solid Waste,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"395,985.00",112,Physical Environment
11242000,Solid Waste,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,"36,995.00",112,Physical Environment
10116001,Public Works,Task Order Services,,,Task Order Services,,,,,,531000,Professional Services,Operating Expenditures,"100,000.00",101,Transportation
10116001,Public Works,Traffic Signal Services,,,Active Contract,"Murdock Investments, LLC",24-36,https://www.mywaltonfl.gov/DocumentCenter/View/45346/Traffic-Signal-Maintenance-057,,,534000,Other Services,Operating Expenditures,"125,000.00",101,Transportation
11242000,Solid Waste,,,,,,,,,,532000,Accounting & Auditing,Operating Expenditures,"7,100.00",112,Physical Environment
10116001,Public Works,Freeport Interlocal Road Maintenance,,,Interlocal Agreement,City of Freeport,,https://www.mywaltonfl.gov/DocumentCenter/View/43961/City-of-Freeport-Amend-2-Interlocal-Road-Maintenance,,,534000,Other Services,Operating Expenditures,0.10,101,Transportation
10116001,Public Works,Paxton Interlocal Road Maintenance,,,Interlocal Agreement,City of Paxton,,https://www.mywaltonfl.gov/DocumentCenter/View/43962/City-of-Paxton-Interlocal-Road-Maintenance-Agreement,,,534000,Other Services,Operating Expenditures,0.10,101,Transportation
10116001,Public Works,DeFuniak Springs Interlocal Road Maintenance ,,,Interlocal Agreement,City of DeFuniak Springs,,https://www.mywaltonfl.gov/DocumentCenter/View/43960/City-of-DFS-Amend-3-Road-and-Bridges,,,534000,Other Services,Operating Expenditures,"50,000.00",101,Transportation
11242000,Solid Waste,,,,,,,,,,540000,Travel & Per Diem,Operating Expenditures,"10,000.00",112,Physical Environment
11242000,Solid Waste,,,,,,,,,,541000,Communication Services,Operating Expenditures,"16,000.00",112,Physical Environment
11242000,Solid Waste,,,,,,,,,,542000,Freight & Postage Services,Operating Expenditures,"1,000.00",112,Physical Environment
11242000,Solid Waste,,,,,,,,,,543000,Utility Services,Operating Expenditures,"50,000.00",112,Physical Environment
11242000,Solid Waste,,,,,,,,,,544000,Rentals & Leases,Operating Expenditures,"7,000.00",112,Physical Environment
11242000,Solid Waste,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"300,000.00",112,Physical Environment
11242000,Solid Waste,,,,,,,,,,546001,Tires,Operating Expenditures,"110,000.00",112,Physical Environment
11242000,Solid Waste,,,,,,,,,,547000,Printing & Binding,Operating Expenditures,"4,000.00",112,Physical Environment
11141010,Beach Operations,General Fund Cost Allocation for services provide to special revenue fund,,,,,,,,,549006,Indirect Admin Allocation,Operating Expenditures,"833,992.00",111,Economic Environment
00109000,Probation Services,,,,,,,,,,551000,Office Supplies,Operating Expenditures,"3,250.00",001,Public Safety
00101090,Public Defender,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,500.00,001,Court Related Cost
00112000,Recreation,,,,,,,,,,552002,Fuel,Operating Expenditures,"3,000.00",001,Culture and Recreation
00109000,Probation Services,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"1,500.00",001,Public Safety
00107020,Procurement,,,,,,,,,,555000,Training,Operating Expenditures,"10,000.00",001,General Government
00102030,Code Compliance,SUV - Replacement,Vehicle,10514,,,,,,,564000,Machinery & Equipment,Capital Outlay,"36,000.00",001,Public Safety
10528000,Mosquito Control,ULV Spray Unit,Equipment,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"18,000.00",105,Human Services
11141080,South Walton Fire Lifeguard Services,,,,Interlocal Agreement,South Walton Fire District,22-1656,https://www.mywaltonfl.gov/DocumentCenter/View/45233/South-Walton-Lifeguard-Agreement,10629,South Walton Fire Lifeguard Services,534000,Other Services,Operating Expenditures,"3,380,779.00",111,Economic Environment
11141010,Beach Operations,F250 Super Cab 4x4. New Specialist Positions - New,Vehicle,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"78,000.00",111,Economic Environment
00112000,Recreation,Security for Recreation Programs,,,,,,,,,534000,Other Services,Operating Expenditures,"20,000.00",001,Culture and Recreation
00101100,State Attorney,,,,,,,,,,541000,Communication Services,Operating Expenditures,"10,000.00",001,Court Related Cost
00101100,State Attorney,,,,,,,,,,543000,Utility Services,Operating Expenditures,"12,000.00",001,Court Related Cost
10116001,Public Works,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"1,350,000.00",101,Transportation
11141010,Beach Operations,F250 Super Cab 4X4 Service Electrician Helper - New,Vehicle,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"101,000.00",111,Economic Environment
11141010,Beach Operations,F250 Super Cab 4X4 Service New Landscape Techs - New,Vehicle,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"101,000.00",111,Economic Environment
00117000,Building Construction and Maintenance,"52"" Lawn Mower",Equipment,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"11,000.00",001,General Government
00101080,Property Appraiser,,,,,,,,,,523000,Life & Health Insurance,Personnel Services,0.00,001,General Government
00101080,Property Appraiser,,,,,,,,,,560000,Capital Outlay Budget,Capital Outlay,0.00,001,General Government
00101080,Property Appraiser,,,,,,,,,,541000,Communication Services,Operating Expenditures,0.00,001,General Government
00102030,Code Compliance,SUV - Replacement,Vehicle,10515,,,,,,,564000,Machinery & Equipment,Capital Outlay,"36,000.00",001,Public Safety
00112000,Recreation,Sport Officials for Recreation Programs,,,,,,,,,534000,Other Services,Operating Expenditures,"30,000.00",001,Culture and Recreation
11242000,Solid Waste,Iron Remediation System Remedial Action Plan Modifications,,,Task Order Services,,,,,,531000,Professional Services,Operating Expenditures,"100,000.00",112,Physical Environment
11242000,Solid Waste,Annual Compliance Monitoring Services,,,Task Order Services,,,,,,531000,Professional Services,Operating Expenditures,"100,000.00",112,Physical Environment
00102030,Code Compliance,UTV,Equipment,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"19,200.00",001,Public Safety
00102030,Code Compliance,UTV,Equipment,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"19,200.00",001,Public Safety
00102030,Code Compliance,UTV,Equipment,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"19,200.00",001,Public Safety
